Date,Open,High,Low,Close,Volume
12-Oct-21,208.28,210.57,205.28,206.71,"16,213,354"
13-Oct-21,209.18,209.9,207.13,209.39,"18,065,188"
14-Oct-21,212.88,217.55,211.22,217.46,"24,358,881"
15-Oct-21,218.1,219.31,216.62,218.62,"22,699,401"
18-Oct-21,217.49,222.91,216.44,222.22,"18,949,356"
19-Oct-21,222.76,223.79,220.37,222.9,"16,147,329"
20-Oct-21,223.05,224.33,219.82,221.03,"14,627,594"
21-Oct-21,220.97,227.11,220.83,226.92,"18,759,032"
22-Oct-21,228.23,231.3,225.61,227.26,"24,938,379"
25-Oct-21,229.73,233.55,227.7,231.66,"23,023,483"
26-Oct-21,239.89,252.59,239.24,247.17,"48,589,830"
27-Oct-21,244.74,250.9,242.82,244.51,"24,598,989"
28-Oct-21,248.78,249.5,245.23,249.41,"23,420,431"
29-Oct-21,250.01,257.09,250,255.67,"29,250,284"
1-Nov-21,256.49,258.94,252.27,258.27,"26,573,976"
2-Nov-21,258.22,266.78,258,264.01,"29,411,239"
3-Nov-21,266.7,267.84,262.35,265.98,"23,991,033"
4-Nov-21,272.29,313.65,271.18,298.01,"115,363,115"
5-Nov-21,301.87,314,294.1,297.52,"85,126,015"
8-Nov-21,301.49,311,299.07,308.04,"50,310,093"
9-Nov-21,322.82,323.1,299.64,306.57,"64,674,621"
10-Nov-21,293.56,308.5,287.78,294.59,"63,620,572"
11-Nov-21,304.68,305.9,297.77,303.9,"33,217,211"
12-Nov-21,300.1,306.8,296.3,303.9,"41,305,428"
15-Nov-21,305.52,306.44,292.47,300.25,"38,490,900"
16-Nov-21,297.59,303.9,297.06,302.03,"26,448,367"
17-Nov-21,304.18,305.09,288,292.61,"42,850,799"
18-Nov-21,323.67,327.6,313.21,316.75,"78,171,075"
19-Nov-21,322.43,330.88,319.05,329.85,"53,386,665"
22-Nov-21,335.17,346.47,319,319.56,"75,433,524"
23-Nov-21,315.35,323.6,308.8,317.46,"53,216,270"
24-Nov-21,314.61,328.55,309.28,326.74,"43,516,226"
26-Nov-21,326,327.1,313.5,315.03,"28,306,886"
29-Nov-21,323.66,334.12,320.36,333.76,"45,496,398"
30-Nov-21,331.69,333.53,318.64,326.76,"62,206,647"
1-Dec-21,332.19,332.89,313.8,314.35,"48,580,204"
2-Dec-21,312.14,324.78,310.25,321.26,"47,289,033"
3-Dec-21,320,321.29,301.3,306.93,"54,432,505"
6-Dec-21,298.8,302.41,280.38,300.37,"65,893,845"
7-Dec-21,309.57,324.49,306.51,324.27,"59,305,348"
8-Dec-21,319.99,322.9,314.21,318.26,"47,555,145"
9-Dec-21,317.34,322.05,304.28,304.9,"48,850,716"
10-Dec-21,311.5,313.05,298.61,301.98,"48,882,509"
13-Dec-21,302.49,302.94,281.16,281.61,"59,834,366"
14-Dec-21,276.99,286.78,272.5,283.37,"66,703,537"
15-Dec-21,284,305,278.38,304.59,"69,829,688"
16-Dec-21,311.52,311.6,280.93,283.87,"70,736,595"
17-Dec-21,279.85,289.22,277.6,278.01,"71,662,239"
20-Dec-21,273.05,281.44,271.45,277.19,"46,184,676"
21-Dec-21,283.74,291.2,274.01,290.75,"52,438,494"
22-Dec-21,288.91,295.55,284.49,294,"39,518,438"
23-Dec-21,297.55,300.59,294.31,296.4,"34,302,174"
27-Dec-21,296.6,310.87,296.4,309.45,"40,368,587"
28-Dec-21,313.12,313.3,300.12,303.22,"42,059,121"
29-Dec-21,302.73,305.48,293.66,300.01,"34,313,928"
30-Dec-21,298.27,304.57,295.4,295.86,"30,886,422"
31-Dec-21,296.74,300.3,293.31,294.11,"26,652,991"
3-Jan-22,298.15,307.11,297.85,301.21,"39,240,294"
4-Jan-22,302.77,304.68,283.49,292.9,"52,715,440"
5-Jan-22,289.49,294.16,275.33,276.04,"49,806,388"
6-Jan-22,276.4,284.38,270.65,281.78,"45,418,637"
7-Jan-22,281.41,284.22,270.57,272.47,"40,993,851"
10-Jan-22,265.81,274.69,256.44,274,"59,468,095"
11-Jan-22,273.23,280.65,268.39,278.17,"40,408,929"
12-Jan-22,280.67,285.95,276.08,279.99,"38,341,348"
13-Jan-22,283.79,284.8,264.98,265.75,"53,886,809"
14-Jan-22,263,271.97,262.1,269.42,"39,583,235"
18-Jan-22,262.6,266.38,257.7,259.03,"42,530,617"
19-Jan-22,260.79,265.43,250.52,250.67,"48,831,451"
20-Jan-22,253.04,255.79,240.78,241.5,"43,518,073"
21-Jan-22,235.07,248.23,232.63,233.74,"71,895,784"
24-Jan-22,223.3,233.8,208.88,233.72,"91,581,063"
25-Jan-22,225.46,229.43,220,223.24,"66,461,636"
26-Jan-22,232.4,240.57,223,227.72,"75,595,873"
27-Jan-22,235.68,239.95,216.75,219.44,"57,335,272"
28-Jan-22,220.12,228.58,212.96,228.4,"54,377,425"
31-Jan-22,231.82,245.09,230.52,244.86,"56,467,968"
1-Feb-22,251.04,251.45,238.9,246.38,"51,892,517"
2-Feb-22,257.94,258.17,245.53,252.42,"54,341,941"
3-Feb-22,244.58,250.77,237.8,239.48,"41,017,778"
4-Feb-22,239.72,246.35,236.32,243.19,"35,482,850"
7-Feb-22,243.72,251.82,242.02,247.28,"37,686,750"
8-Feb-22,243.59,252.3,239.8,251.08,"41,035,864"
9-Feb-22,256.22,267.25,253.53,267.05,"52,428,166"
10-Feb-22,259.95,269.25,256,258.24,"51,319,972"
11-Feb-22,259.16,261.52,237.73,239.49,"60,547,198"
14-Feb-22,239.34,248.75,237.55,242.67,"44,042,443"
15-Feb-22,249.49,265.45,247.84,264.95,"70,175,280"
16-Feb-22,262.59,265.82,255.52,265.11,"73,267,633"
17-Feb-22,256.3,257.85,241.65,245.07,"81,059,508"
18-Feb-22,246.68,249.86,231,236.42,"76,125,491"
22-Feb-22,230.35,240.64,230,233.9,"63,342,244"
23-Feb-22,238.02,241.55,223.01,223.87,"56,651,077"
24-Feb-22,210.15,238,208.9,237.48,"73,580,063"
25-Feb-22,237.21,242.17,233.81,241.57,"52,886,551"
28-Feb-22,239.92,246.65,237.07,243.85,"47,731,861"
1-Mar-22,242.91,243.77,231.32,234.77,"41,205,598"
2-Mar-22,237.56,244.09,234.15,242.2,"38,964,185"
3-Mar-22,242.62,243.26,234.69,237.14,"36,509,504"
4-Mar-22,233.84,236.8,224.82,229.36,"43,201,070"
7-Mar-22,228.17,230.33,213.3,213.52,"45,082,089"
8-Mar-22,213.09,223.73,206.5,215.14,"55,746,719"
9-Mar-22,223.87,232.2,222.47,230.14,"49,274,195"
10-Mar-22,225.31,227.88,218.82,226.58,"42,806,565"
11-Mar-22,230.22,231.45,220.46,221,"36,720,857"
14-Mar-22,218.69,222.62,211.59,213.3,"38,535,424"
15-Mar-22,215.18,230.38,213.22,229.73,"49,199,569"
16-Mar-22,235,245.97,231.72,244.96,"67,142,174"
17-Mar-22,241.2,248.42,239.06,247.66,"47,194,119"
18-Mar-22,247.99,265.69,246.24,264.53,"73,071,856"
21-Mar-22,265.07,271.52,259.67,267.34,"59,172,708"
22-Mar-22,267.27,272.38,260.72,265.24,"54,700,710"
23-Mar-22,261.26,266.12,255.75,256.34,"50,211,986"
24-Mar-22,261.66,283.2,259.07,281.5,"87,737,914"
25-Mar-22,278.86,283.58,272.71,276.92,"57,901,618"
28-Mar-22,277.56,282.5,272.06,282.19,"42,549,392"
29-Mar-22,286.95,289.46,279.8,286.56,"48,898,440"
30-Mar-22,283.04,284.96,275.03,276.9,"46,348,713"
31-Mar-22,277.82,282.48,272.7,272.86,"52,344,022"
1-Apr-22,273.75,274.96,262.67,267.12,"51,723,511"
4-Apr-22,267.28,275.58,266.13,273.6,"39,770,782"
5-Apr-22,272.54,273.19,258.2,259.31,"43,661,473"
6-Apr-22,249.34,253,240.03,244.07,"70,383,256"
7-Apr-22,244.41,247.22,234.78,242.08,"55,799,236"
8-Apr-22,239.17,239.23,230.62,231.19,"52,478,064"
11-Apr-22,222.14,223.2,216.6,219.17,"57,520,684"
12-Apr-22,225.37,227.25,212.82,215.04,"66,225,807"
13-Apr-22,217.28,225,214.55,222.03,"51,694,344"
14-Apr-22,225.05,227.77,211.63,212.58,"56,909,685"
18-Apr-22,212,220.88,210.79,217.83,"52,570,061"
19-Apr-22,217.2,223.73,213.14,221.98,"51,278,058"
20-Apr-22,225.17,226.7,212,214.82,"46,897,444"
21-Apr-22,217.09,223.92,200,201.83,"65,620,944"
22-Apr-22,203.03,204.86,195,195.15,"62,471,343"
25-Apr-22,192.02,199.45,190.96,199.02,"64,156,561"
26-Apr-22,197.18,197.88,186.7,187.88,"65,314,250"
27-Apr-22,185.98,191.67,182.9,184.15,"49,946,017"
28-Apr-22,189.67,200.37,184.9,197.82,"57,032,671"
29-Apr-22,194.02,201.28,185.17,185.47,"50,043,491"
2-May-22,185.41,195.74,183.91,195.33,"57,204,868"
3-May-22,194,198.25,191.33,196.02,"47,575,084"
4-May-22,199.23,204,187.51,203.34,"64,885,463"
5-May-22,198.67,199.25,185,188.44,"62,633,141"
6-May-22,187.36,195.12,179.9,186.75,"63,329,672"
9-May-22,180.34,182.55,168.27,169.5,"64,445,451"
10-May-22,176.89,181.98,170.25,175.95,"76,147,429"
11-May-22,173.47,177.53,165.68,166.3,"67,016,703"
12-May-22,162.19,167.88,155.67,161.75,"70,872,837"
13-May-22,167.88,179.28,165.93,177.06,"67,043,651"
16-May-22,175.09,177.88,171.06,172.64,"52,144,598"
17-May-22,180.74,183.71,176.34,181.77,"58,582,971"
18-May-22,177.05,181.18,168.64,169.38,"54,516,106"
19-May-22,169.37,176.87,167.34,171.24,"62,130,959"
20-May-22,173.32,174.1,157.55,166.94,"73,910,526"
23-May-22,162.74,169.15,161.79,168.98,"63,988,869"
24-May-22,165.1,165.97,157.8,161.54,"58,855,002"
25-May-22,160.2,171.11,160,169.75,"78,113,190"
26-May-22,160.36,180.92,160.22,178.51,"99,657,452"
27-May-22,181.86,188.81,181,188.11,"73,837,935"
31-May-22,189.8,192,183.5,186.72,"66,409,951"
1-Jun-22,187.24,190.53,181.22,183.2,"54,451,390"
2-Jun-22,182.92,196.19,181.98,195.92,"64,865,580"
3-Jun-22,190.82,193.32,185.22,187.2,"59,877,870"
6-Jun-22,191.39,193.37,185.64,187.86,"42,240,615"
7-Jun-22,184.72,190,181.88,189.26,"38,891,411"
8-Jun-22,187.99,191.8,185.35,186.48,"36,325,246"
9-Jun-22,184.81,189.33,180.41,180.48,"39,557,379"
10-Jun-22,176,176.97,168.69,169.74,"46,564,966"
13-Jun-22,160,163.12,156.06,156.47,"60,415,338"
14-Jun-22,157.31,160.66,154.12,158.36,"46,967,952"
15-Jun-22,160.95,168.68,159.26,165.27,"56,393,565"
16-Jun-22,158.6,159.42,154.01,156.01,"54,574,867"
17-Jun-22,156.48,159.95,153.28,158.8,"63,033,397"
21-Jun-22,164.75,170.08,164.07,165.66,"48,308,888"
22-Jun-22,162.26,166.62,161.8,163.6,"43,799,744"
23-Jun-22,165.19,165.85,158.53,162.25,"46,367,959"
24-Jun-22,165,171.4,163.1,171.26,"47,215,283"
27-Jun-22,173.12,173.3,166.26,168.69,"42,796,788"
28-Jun-22,169,172.02,159.45,159.82,"46,185,936"
29-Jun-22,158.14,158.2,151.7,155.42,"48,235,228"
30-Jun-22,153.61,155.67,148.62,151.59,"68,607,003"
1-Jul-22,148.99,150.63,143.92,145.23,"57,761,008"
5-Jul-22,141.75,149.71,140.55,149.64,"65,220,761"
6-Jul-22,150.1,153.19,147.89,151.3,"52,906,586"
7-Jul-22,154.56,159.45,153.89,158.58,"49,290,276"
8-Jul-22,154.3,160.37,153.89,158.38,"46,797,176"
11-Jul-22,155.26,155.27,150.38,151.52,"43,838,873"
12-Jul-22,152.68,154.31,148.77,150.82,"45,848,310"
13-Jul-22,145.9,153.75,144.65,151.64,"52,191,834"
14-Jul-22,151.08,154.73,147.28,153.72,"45,623,484"
15-Jul-22,156.59,157.82,154.45,157.62,"38,593,547"
18-Jul-22,163.02,168.97,160.02,161.01,"67,051,745"
19-Jul-22,164.86,171.1,161.72,169.92,"70,236,608"
20-Jul-22,169.47,179.33,168.01,178.07,"76,053,779"
21-Jul-22,178.85,181.44,175.45,180.5,"55,704,928"
22-Jul-22,178.93,179.67,171.37,173.19,"53,667,088"
25-Jul-22,170.19,171.24,166.49,170.24,"48,074,751"
26-Jul-22,168.89,169.19,164.78,165.33,"39,786,491"
27-Jul-22,170.32,179.36,169.13,177.9,"56,977,623"
28-Jul-22,179.75,181.4,174.4,179.84,"47,464,628"
29-Jul-22,178.13,182.44,176.92,181.63,"43,546,042"
1-Aug-22,181.82,188.46,179.9,184.41,"47,646,904"
2-Aug-22,181.22,189.38,180.92,185.26,"48,952,692"
3-Aug-22,181.84,189.68,181.37,188.93,"41,814,557"
4-Aug-22,188.49,192.74,187.6,192.15,"40,965,227"
5-Aug-22,188.1,192.29,186.66,189.89,"38,606,829"
