Date,Open,High,Low,Close,Volume
12-Oct-21,192.32,193.58,189.58,189.92,"4,706,721"
13-Oct-21,190.5,191.25,187.72,188.94,"3,254,395"
14-Oct-21,193.55,194.8,192.61,194.33,"5,214,380"
15-Oct-21,195.96,199.45,195.3,199.02,"4,736,339"
18-Oct-21,197.38,198.68,195.55,198.18,"2,809,428"
19-Oct-21,198.6,201.48,198.46,201.14,"2,627,001"
20-Oct-21,201.16,205.18,200.53,204.19,"2,936,002"
21-Oct-21,201.6,202.3,199.74,202.14,"3,071,279"
22-Oct-21,200.64,202.35,199.2,200.65,"2,632,391"
25-Oct-21,201.28,203.31,200.51,202.21,"3,294,689"
26-Oct-21,202.75,202.79,199.47,199.64,"2,933,573"
27-Oct-21,200.25,200.43,195.92,196.13,"3,406,655"
28-Oct-21,197.36,204.5,197.05,204.09,"4,462,713"
29-Oct-21,207.99,209.75,203.24,204.01,"4,292,216"
1-Nov-21,204.29,206.88,203.81,205.38,"3,215,180"
2-Nov-21,205.75,207.81,203,207.12,"3,429,632"
3-Nov-21,206.26,206.58,201.82,203.55,"3,136,978"
4-Nov-21,204,204.89,202.61,203.59,"2,543,452"
5-Nov-21,205.48,208.88,205.23,205.88,"2,591,253"
8-Nov-21,215.89,216.47,211.25,214.25,"5,944,657"
9-Nov-21,215.18,215.57,208.96,209.81,"3,310,255"
10-Nov-21,209.27,209.95,206.43,206.67,"3,261,766"
11-Nov-21,207.88,210.44,207.88,208.53,"4,819,820"
12-Nov-21,209.35,210.69,208.3,209.27,"2,017,961"
15-Nov-21,210,210.69,206.76,207.71,"2,392,576"
16-Nov-21,208,208.18,205.26,205.43,"2,138,038"
17-Nov-21,205,205.19,200.85,202.98,"3,135,672"
18-Nov-21,203.27,203.71,200.66,201.42,"2,121,099"
19-Nov-21,200.92,202.92,199.66,200.44,"2,980,754"
22-Nov-21,201.49,204.53,200.09,202.38,"2,597,280"
23-Nov-21,203.05,205.57,201.59,205.33,"3,127,919"
24-Nov-21,203.66,208.26,203.08,207.07,"3,880,485"
26-Nov-21,201,201.45,196.61,198.73,"3,495,977"
29-Nov-21,201.23,201.5,193.28,195.92,"4,559,906"
30-Nov-21,193.84,196.78,191.55,193.35,"6,358,024"
1-Dec-21,197.58,198.43,191.36,191.47,"3,427,043"
2-Dec-21,192.31,197.62,191.81,196.79,"3,445,667"
3-Dec-21,197.67,199.39,195.74,197.8,"3,250,927"
6-Dec-21,199.58,203.26,198.34,201.28,"2,838,436"
7-Dec-21,203.29,206.21,203.07,204.49,"2,817,980"
8-Dec-21,204.41,206.2,203.61,204.19,"2,341,218"
9-Dec-21,203.1,204.97,200.88,204.13,"1,646,581"
10-Dec-21,205.4,205.9,202.11,203.46,"3,315,166"
13-Dec-21,203.82,204.25,200.45,201.25,"1,868,491"
14-Dec-21,200,203.98,199.8,201.64,"2,248,789"
15-Dec-21,201,202.6,198.64,202.55,"2,193,723"
16-Dec-21,205,208.23,204.65,206.17,"2,856,763"
17-Dec-21,204.95,205.25,201.23,201.37,"6,090,692"
20-Dec-21,197.55,197.55,193.06,195.46,"3,605,081"
21-Dec-21,197,199.02,196.74,198.31,"2,303,378"
22-Dec-21,200.98,203.4,200.83,202.15,"3,558,681"
23-Dec-21,203.42,207.3,203.29,206.2,"2,669,627"
27-Dec-21,205.94,206.9,205.14,206.38,"1,711,554"
28-Dec-21,206.18,208.26,206.14,206.62,"1,393,179"
29-Dec-21,206.27,208.55,206.08,207.33,"1,334,998"
30-Dec-21,207.33,208.91,205.93,206.08,"1,465,937"
31-Dec-21,206.2,207.74,205.67,206.74,"1,374,493"
3-Jan-22,207.33,208.6,205.8,207,"2,056,574"
4-Jan-22,208.28,218.92,207.94,218.08,"5,242,311"
5-Jan-22,218.18,223.36,218.18,219.75,"5,378,170"
6-Jan-22,221.49,222.71,218.06,221.99,"3,913,240"
7-Jan-22,222.5,225.97,222.23,224.19,"3,673,408"
10-Jan-22,224.95,225.75,220.61,221.64,"3,734,923"
11-Jan-22,222,222.09,216.59,219.95,"2,944,280"
12-Jan-22,222.12,223.69,220.07,222.4,"2,506,917"
13-Jan-22,222.89,227.88,222.64,227,"5,002,349"
14-Jan-22,224.72,229.64,223.58,228.94,"3,970,581"
18-Jan-22,227.71,230.43,226.86,229.87,"5,413,526"
19-Jan-22,229.66,229.81,220.93,221.66,"4,991,706"
20-Jan-22,221.08,221.87,216.04,216.63,"3,545,647"
21-Jan-22,217.51,217.51,212.42,214.09,"3,754,746"
24-Jan-22,211.16,214.97,206.66,214.33,"5,108,332"
25-Jan-22,212.08,216.83,207.1,214.31,"4,554,269"
26-Jan-22,215,218.88,212.24,214.29,"3,558,514"
27-Jan-22,215.21,217.9,210.15,212.17,"3,683,378"
28-Jan-22,205.59,208,196.8,201.16,"10,747,251"
31-Jan-22,199.45,201.6,194.68,201.56,"6,178,996"
1-Feb-22,200.8,205.79,200.54,205.35,"4,026,634"
2-Feb-22,203.2,205.8,201.4,204.94,"3,492,301"
3-Feb-22,205,205.87,200.09,200.59,"2,748,216"
4-Feb-22,200.21,201.01,196.49,198.41,"3,930,776"
7-Feb-22,198.84,201.53,198.03,199.82,"2,402,040"
8-Feb-22,200.26,202.31,199.23,201.5,"2,407,233"
9-Feb-22,202.64,204.1,202.09,203.6,"2,743,749"
10-Feb-22,202.57,206.75,201.56,203.07,"3,538,497"
11-Feb-22,203.42,204.65,200.13,201.24,"3,826,746"
14-Feb-22,200.95,201.7,198.11,199.89,"2,730,533"
15-Feb-22,200.7,204.45,200.01,203.41,"2,752,883"
16-Feb-22,203.11,205.42,203,203.64,"2,254,146"
17-Feb-22,201,201.76,194.44,194.74,"4,699,629"
18-Feb-22,193.36,195.62,191.18,191.95,"4,385,219"
22-Feb-22,191.95,194.9,190.55,191.21,"3,487,950"
23-Feb-22,191.72,192.32,186.37,186.67,"3,550,352"
24-Feb-22,182.03,185.27,179.67,184.69,"5,919,467"
25-Feb-22,184.94,187.93,184.12,187.06,"3,594,597"
28-Feb-22,184.34,188.77,183.67,187.58,"5,168,542"
1-Mar-22,187.77,188.22,180.64,182.83,"5,110,599"
2-Mar-22,185.2,193.56,185,192.61,"5,849,898"
3-Mar-22,193.32,196.58,192.34,194.85,"4,429,733"
4-Mar-22,191.1,196.01,190.31,195.66,"4,334,724"
7-Mar-22,194.79,203.5,193.62,196.7,"6,912,345"
8-Mar-22,203.87,214.89,203,210,"9,318,635"
9-Mar-22,212.57,213.6,207.45,209.78,"4,798,346"
10-Mar-22,209.39,217.52,208.18,211.79,"4,886,260"
11-Mar-22,212.3,217.77,212.3,214.83,"4,045,469"
14-Mar-22,216.3,218.48,212.93,215.44,"3,530,852"
15-Mar-22,216.12,217.38,210.51,216.46,"4,364,197"
16-Mar-22,217.5,219.49,212.32,216.08,"4,378,696"
17-Mar-22,215.32,221.78,214.34,221.7,"3,600,411"
18-Mar-22,219.48,221.7,218,220.91,"4,105,116"
21-Mar-22,221,227.05,220.99,223.71,"2,902,157"
22-Mar-22,224.46,225.85,221.34,222.71,"2,461,494"
23-Mar-22,221.69,224.78,221.69,222.17,"2,001,683"
24-Mar-22,222.54,225,221.51,222.21,"2,110,867"
25-Mar-22,222.09,223.8,221.14,223.36,"1,581,139"
28-Mar-22,222.34,222.68,219.04,221.85,"3,072,496"
29-Mar-22,220.8,221.43,216.54,221.04,"3,667,796"
30-Mar-22,222,225.88,220.7,223.08,"2,507,574"
31-Mar-22,223.21,225.19,222.43,222.82,"3,152,202"
1-Apr-22,224.35,225.52,218.17,219.77,"2,618,304"
4-Apr-22,219.16,221.35,216.6,220.81,"2,181,439"
5-Apr-22,220,222.37,215.14,216.02,"3,582,110"
6-Apr-22,215.12,217.13,213.55,216.21,"2,783,265"
7-Apr-22,215.46,216.31,213.56,215.9,"2,253,777"
8-Apr-22,215.79,217.88,214.03,217.03,"2,450,251"
11-Apr-22,217.03,218.76,215.75,216.05,"2,494,683"
12-Apr-22,215.45,219.48,214.98,216.7,"2,508,300"
13-Apr-22,216.93,219.68,216.4,218.27,"1,899,033"
14-Apr-22,219.91,229.22,218.61,227.81,"5,337,892"
18-Apr-22,228,234.38,228,229.92,"3,643,982"
19-Apr-22,230.25,232.94,227.57,232.16,"2,689,367"
20-Apr-22,233.55,236.37,232.58,235.08,"2,907,678"
21-Apr-22,237.24,237.9,231.65,232.57,"3,571,429"
22-Apr-22,228.4,229.79,215.6,216.3,"5,053,696"
25-Apr-22,215.31,217,209.57,216.7,"4,145,466"
26-Apr-22,216.13,218.2,209.35,210.3,"4,176,665"
27-Apr-22,211.11,215.55,207.3,213.96,"3,358,258"
28-Apr-22,207.43,212.96,202,212.44,"6,094,275"
29-Apr-22,212.7,217.21,210.16,210.54,"3,404,011"
2-May-22,210,212.77,207.66,212.07,"2,639,509"
3-May-22,211.9,215.36,210.79,213.62,"2,121,130"
4-May-22,214.95,223.29,213.83,222.59,"3,023,650"
5-May-22,222.4,223.15,213.77,215.93,"3,005,558"
6-May-22,217.01,217.01,210.35,214.65,"2,268,402"
9-May-22,212.03,212.05,205.44,206.29,"2,929,874"
10-May-22,208.24,209.52,201.39,202.99,"3,040,550"
11-May-22,205.56,209.71,203.59,205.21,"2,552,410"
12-May-22,203.61,205.34,199.3,203.03,"3,282,072"
13-May-22,205.15,206.46,202.92,204.33,"2,323,800"
16-May-22,205.02,209.21,203.68,207.19,"2,540,976"
17-May-22,212.8,213.77,209.14,213.09,"2,275,933"
18-May-22,213.84,217.9,207.52,207.94,"4,723,284"
19-May-22,205.86,209.28,201.71,206.76,"2,887,724"
20-May-22,206.45,206.63,194.04,197.82,"5,404,500"
23-May-22,199.93,205.49,199.16,204.15,"3,246,553"
24-May-22,202.01,205.7,201.29,205.65,"2,467,967"
25-May-22,205,210.09,204.82,209.31,"3,080,246"
26-May-22,211.55,213.64,210.4,212.99,"2,015,957"
27-May-22,215,217.63,214.16,217.14,"2,020,431"
31-May-22,214.79,218.09,213.49,215.85,"3,773,508"
1-Jun-22,218.46,219,214.3,217.57,"2,314,030"
2-Jun-22,219.59,220.84,217.25,220,"1,784,213"
3-Jun-22,218.25,224.1,218.25,222.9,"2,222,739"
6-Jun-22,222.9,224.76,222.25,223.63,"1,565,510"
7-Jun-22,222,227.27,221.65,227.1,"1,799,081"
8-Jun-22,225.29,232.35,224.62,229.8,"4,171,344"
9-Jun-22,227.43,228.21,223.62,223.67,"3,047,339"
10-Jun-22,219.5,220.22,215.01,215.18,"2,605,398"
13-Jun-22,209.58,209.87,204.9,206.88,"3,559,596"
14-Jun-22,208.06,209.73,205.27,206.69,"2,359,013"
15-Jun-22,207.48,208.65,203.13,206,"2,343,231"
16-Jun-22,201.07,201.25,193.25,194.79,"4,789,903"
17-Jun-22,195.68,197.74,190.87,192.64,"7,226,161"
21-Jun-22,197.1,198.42,193.87,196.37,"2,755,355"
22-Jun-22,190,192.79,187.71,187.83,"4,012,246"
23-Jun-22,186.58,187.23,176.02,178.67,"6,667,926"
24-Jun-22,181.34,185.6,179.37,185.49,"4,868,921"
27-Jun-22,188.08,190.08,185.82,187.59,"3,061,090"
28-Jun-22,189.97,193.1,187.43,187.44,"3,327,704"
29-Jun-22,187.32,187.57,182.13,183.48,"2,436,919"
30-Jun-22,180.26,182.14,177.12,178.76,"4,197,106"
1-Jul-22,179.31,181.32,173.72,178.29,"3,423,158"
5-Jul-22,173.77,174.42,170.6,173.76,"3,725,409"
6-Jul-22,173.48,174.67,169.29,172.31,"3,190,582"
7-Jul-22,182.5,182.5,176.33,180.28,"4,677,626"
8-Jul-22,180.23,181.24,176.39,179.1,"2,491,087"
11-Jul-22,177.41,179.77,174.62,175.02,"2,773,877"
12-Jul-22,174.74,177.24,172.6,174.49,"2,718,396"
13-Jul-22,172.25,175.25,171.86,173.87,"2,389,041"
14-Jul-22,169.75,170.7,167.08,169.94,"2,531,232"
15-Jul-22,172.25,173.38,169.2,173.38,"2,282,108"
18-Jul-22,176.13,176.7,172.71,173.49,"2,476,409"
19-Jul-22,173.9,179.7,172.88,179.49,"2,671,398"
20-Jul-22,178.78,180.8,177.07,179.97,"2,176,090"
21-Jul-22,178.42,181.07,176.48,180.99,"2,214,529"
22-Jul-22,181.49,182.8,177.34,178.62,"1,961,489"
25-Jul-22,179.17,182.6,177.77,181.81,"1,845,604"
26-Jul-22,181.16,183.65,180.58,181.23,"1,767,673"
27-Jul-22,182.92,186.18,180.32,185.25,"1,856,625"
28-Jul-22,186.85,189.52,184.2,187.84,"2,229,204"
29-Jul-22,189.19,199.49,189.12,198.25,"5,188,148"
1-Aug-22,195.08,197.19,193.4,194.86,"3,185,132"
2-Aug-22,188,189.47,183.16,183.51,"8,193,096"
3-Aug-22,183.32,185.44,181.6,182.87,"4,155,892"
4-Aug-22,182.86,185.93,181.12,183.64,"2,478,858"
5-Aug-22,183.58,186.1,183.23,185.39,"1,908,521"
